user,item,ts
30,251,456
30,252,456
18,253,457
18,247,457
30,254,457
30,255,457
48,209,457
78,256,457
79,257,459
77,79,460
48,12,462
78,141,462
78,92,462
71,45,463
80,224,467
80,187,467
81,258,470
81,150,470
75,259,470
72,196,470
49,260,472
71,53,474
71,75,475
2,187,476
50,86,476
2,188,477
2,168,477
78,261,478
31,127,479
50,160,480
18,205,481
72,143,483
18,262,484
82,263,485
30,205,488
18,217,489
28,190,491
28,211,491
77,84,492
83,178,493
84,53,495
85,187,497
86,264,499
50,265,499
87,110,499
32,116,500
63,76,500
7,167,500
7,67,500
7,48,500
7,266,500
50,267,501
4,219,505
88,13,511
2,152,511
89,268,517
85,85,518
42,269,520
85,270,521
83,120,524
85,33,525
90,53,525
50,271,526
50,272,526
83,273,527
60,274,527
18,24,528
18,239,528
18,106,528
18,275,528
60,195,528
50,276,532
91,277,535
92,278,535
18,156,538
11,274,540
85,279,542
78,66,542
47,53,546
93,280,546
93,269,547
33,281,548
18,282,550
78,140,553
94,283,553
60,284,554
95,221,556
60,1,561
65,285,567
54,63,568
45,45,570
96,109,571
54,286,573
88,16,575
78,154,575
58,287,582
8,288,582
8,37,582
97,289,583
13,279,584
13,148,584
98,263,585
97,217,587
42,290,591
14,291,597
99,79,599
99,128,599
99,194,599
100,26,600
99,187,600
60,292,602
5,18,602
5,268,602
60,226,605
60,223,605
84,1,606
84,286,606
84,155,606
84,218,606
18,293,609
60,6,609
60,225,610
76,294,612
76,295,612
97,222,614
97,296,614
97,297,614
99,13,614
63,143,616
92,185,616
45,298,620
101,63,622
102,8,624
99,86,624
47,299,625
103,53,631
104,300,632
45,301,633
99,101,633
35,54,634
105,63,637
105,302,637
105,177,637
106,53,639
106,130,639
106,303,639
106,304,639
18,305,640
18,173,640
18,177,640
107,143,651
108,59,652
4,27,653
18,200,654
47,26,657
72,61,657
109,88,657
18,306,658
18,307,658
110,308,660
35,105,662
110,309,664
97,310,666
111,311,670
80,172,671
97,312,673
111,187,677
112,224,678
112,293,678
112,185,678
112,298,679
112,172,679
113,217,681
5,194,684
34,80,685
102,313,685
114,111,690
34,314,692
115,189,693
116,111,695
117,315,696
45,212,697
118,294,704
118,84,704
119,296,707
119,316,707
45,12,708
45,222,708
45,129,709
81,317,715
120,270,716
120,136,716
103,318,717
121,319,718
121,297,718
122,16,719
57,320,722
104,136,723
103,180,724
101,321,726
121,322,729
121,238,736
121,323,736
121,324,736
121,325,736
118,326,736
103,317,737
121,182,739
121,327,739
123,45,740
124,328,740
124,64,740
104,2,741
60,329,742
125,58,742
121,32,746
121,330,746
106,211,752
106,209,752
106,331,752
64,63,753
106,88,753
106,293,753
106,155,753
106,153,753
106,332,758
126,333,762
121,334,763
121,335,763
121,336,765
18,337,770
52,338,773
127,141,774
128,308,777
103,339,779
104,185,780
104,290,780
104,340,780
104,117,780
129,225,781
104,65,784
104,172,784
104,200,784
112,130,785
87,341,786
77,34,789
130,162,790
104,10,793
99,17,793
99,342,793
131,148,795
104,293,798
104,301,798
132,289,803
97,2,805
97,53,805
133,148,806
134,45,806
135,224,808
135,309,808
136,22,808
60,343,809
77,344,810
77,306,810
131,196,812
77,167,812
137,345,812
137,346,812
77,341,813
77,319,813
133,79,814
121,347,814
121,348,814
121,316,814
133,36,815
121,296,815
137,306,815
72,7,818
18,349,819
138,13,819
139,278,820
138,270,820
138,172,820
140,350,821
138,351,821
141,313,822
137,305,823
137,307,823
112,286,825
104,249,827
142,168,827
106,126,829
106,352,829
106,353,829
106,50,830
104,354,833
120,355,833
18,238,834
4,37,836
87,356,839
134,141,840
134,61,840
138,341,841
18,344,843
143,357,843
121,312,845
104,180,846
138,358,846
144,359,847
145,59,847
145,224,850
145,312,850
145,162,850
145,298,854
103,254,857
146,59,857
146,75,857
147,127,859
129,360,860
145,190,863
145,200,863
148,361,865
149,105,865
150,58,866
93,362,867
149,94,868
149,187,868
23,291,868
23,53,868
136,88,868
136,363,868
145,356,868
145,129,868
151,1,881
151,52,881
149,199,882
136,160,883
127,180,884
64,61,889
152,52,894
121,343,895
121,172,895
134,128,899
134,364,899
153,302,900
154,187,902
118,365,902
152,219,903
152,302,903
152,266,903
152,361,903
155,107,903
146,210,904
146,224,906
90,143,906
90,182,906
146,190,908
118,366,912
118,1,913
156,194,914
156,158,914
156,231,914
157,362,915
157,20,916
104,63,916
104,64,916
104,367,916
104,352,916
136,364,916
158,83,918
159,249,920
76,121,927
149,351,930
157,200,931
153,196,932
18,172,941
160,83,941
161,337,944
8,355,945
8,368,945
162,369,946
39,1,948
163,1,949
164,370,950
108,45,951
108,371,951
165,62,952
8,372,953
166,318,954
166,172,954
121,367,955
165,74,955
165,269,957
150,187,959
150,308,959
93,268,959
167,129,959
168,373,960
169,83,962
169,57,962
169,218,962
170,236,962
171,180,964
171,63,964
171,338,964
171,374,964
169,337,966
169,168,967
169,375,967
169,231,967
171,351,968
170,196,969
170,344,969
170,111,969
170,298,969
172,58,970
173,338,971
10,173,973
10,376,973
148,308,978
144,330,982
174,168,988
150,2,990
175,258,994
144,202,995
144,302,995
8,377,995
176,79,999
176,268,999
176,378,999
144,240,999
121,379,1000
131,378,1000
177,308,1004
152,380,1008
152,46,1009
178,381,1009
178,382,1009
176,124,1011
152,383,1016
179,59,1016
179,285,1016
179,278,1016
169,384,1017
16,12,1019
179,385,1020
103,217,1021
180,12,1021
181,7,1025
182,386,1025
183,299,1029
184,286,1029
33,387,1031
185,378,1035
186,388,1035
131,222,1036
187,42,1036
188,308,1037
189,389,1037
175,20,1040
175,187,1040
190,286,1042
155,205,1043
191,136,1043
192,8,1044
156,251,1051
156,390,1051
39,22,1052
193,7,1052
194,90,1053
60,127,1054
131,199,1057
39,391,1057
195,392,1058
195,393,1058
196,338,1059
131,129,1063
131,45,1063
169,38,1063
156,394,1064
185,59,1068
197,395,1071
197,396,1071
198,397,1073
198,45,1073
198,143,1073
106,268,1073
198,196,1074
198,379,1074
197,162,1075
197,53,1075
143,46,1076
66,398,1077
13,281,1078
116,146,1080
116,48,1080
197,399,1081
197,106,1081
185,400,1082
199,61,1082
199,379,1082
176,277,1084
139,218,1085
200,401,1085
169,355,1088
169,368,1088
201,378,1088
202,211,1089
202,378,1089
147,294,1089
147,357,1089
203,12,1089
195,402,1089
195,348,1089
204,293,1089
80,323,1092
80,130,1092
80,316,1092
80,297,1092
205,299,1092
206,358,1092
207,403,1093
207,404,1093
202,88,1094
208,372,1094
169,389,1094
143,405,1094
209,308,1094
195,266,1095
116,79,1095
116,14,1095
165,406,1099
169,143,1099
205,48,1101
101,390,1102
116,110,1103
116,159,1103
116,344,1103
116,369,1104
210,199,1107
210,407,1107
210,404,1107
116,17,1108
116,231,1108
210,22,1109
195,408,1111
211,12,1111
212,38,1112
165,409,1113
190,410,1114
81,384,1115
81,137,1115
81,300,1115
187,13,1115
187,38,1115
195,67,1115
213,196,1115
187,387,1116
195,121,1116
187,267,1118
179,196,1118
179,411,1118
195,37,1119
214,412,1120
215,326,1120
215,413,1120
216,107,1120
216,261,1120
216,111,1120
216,414,1120
216,298,1120
216,308,1120
216,401,1120
217,415,1120
218,33,1121
169,416,1121
169,412,1121
64,417,1124
197,418,1127
219,168,1128
195,419,1129
182,411,1130
220,420,1130
214,1,1131
214,27,1131
208,289,1131
207,421,1131
119,63,1131
205,422,1131
209,421,1131
208,3,1133
215,423,1133
103,76,1134
103,326,1134
221,422,1136
156,23,1137
156,242,1137
60,413,1138
222,130,1138
222,187,1138
195,330,1138
205,75,1147
223,424,1148
224,425,1149
225,80,1149
87,88,1150
226,157,1151
103,426,1152
227,12,1152
227,427,1152
224,304,1153
119,428,1153
228,354,1154
224,420,1154
225,4,1154
229,205,1155
225,146,1157
225,62,1157
220,46,1159
220,280,1159
116,45,1161
156,18,1162
230,429,1163
200,88,1163
87,379,1163
220,242,1163
197,430,1165
197,431,1165
231,265,1165
225,269,1165
225,187,1165
232,432,1166
225,433,1167
225,134,1167
225,434,1167
225,435,1167
210,48,1168
210,357,1168
210,20,1169
233,146,1170
234,14,1170
225,436,1170
225,437,1170
103,77,1171
235,246,1171
234,33,1171
225,438,1171
193,148,1171
185,110,1172
236,439,1173
237,440,1177
237,308,1177
236,349,1177
236,172,1177
236,441,1177
218,256,1178
218,270,1180
218,332,1180
238,74,1182
239,285,1182
218,442,1184
220,59,1184
240,381,1185
103,310,1186
60,443,1186
237,107,1186
237,414,1186
237,444,1186
237,445,1186
241,431,1187
103,297,1188
185,0,1190
242,141,1190
234,407,1191
181,284,1192
181,446,1192
242,399,1194
243,185,1194
244,296,1195
245,269,1196
246,415,1197
116,66,1199
116,447,1199
103,298,1200
104,273,1203
104,448,1203
103,238,1204
103,97,1204
103,292,1205
247,53,1205
248,168,1205
248,46,1205
156,248,1206
243,448,1206
249,449,1207
250,12,1208
250,148,1208
251,7,1208
251,62,1208
246,209,1208
252,308,1210
253,146,1210
250,136,1211
250,75,1211
197,381,1212
254,450,1212
103,451,1213
181,452,1213
255,63,1213
103,416,1214
181,20,1214
181,425,1214
256,50,1216
103,65,1217
242,182,1218
243,453,1218
257,12,1219
257,454,1220
257,392,1220
257,146,1220
258,63,1220
258,455,1220
103,288,1221
103,389,1221
118,333,1221
118,456,1221
104,400,1221
257,79,1221
257,259,1221
103,218,1222
259,323,1222
257,251,1222
225,457,1222
225,67,1222
260,189,1223
251,433,1223
257,305,1226
257,177,1226
127,326,1227
261,270,1229
247,311,1229
262,20,1229
243,292,1229
103,209,1230
263,281,1230
263,418,1230
264,205,1231
195,458,1232
265,354,1232
257,186,1233
266,459,1238
233,265,1238
267,2,1241
202,369,1242
268,136,1242
159,2,1247
159,334,1247
159,336,1247
269,308,1248
153,336,1248
103,121,1250
256,45,1250
168,129,1253
266,73,1255
266,176,1255
103,94,1256
270,14,1257
270,417,1257
270,421,1257
270,45,1257
168,268,1257
266,80,1258
266,75,1258
266,374,1258
271,148,1259
256,110,1260
256,53,1260
156,286,1261
156,127,1264
2,204,1266
272,460,1267
0,358,1268
156,461,1268
153,448,1269
120,12,1269
120,45,1269
273,270,1270
172,462,1277
4,463,1278
274,464,1279
103,231,1280
103,465,1280
104,466,1282
10,467,1283
274,468,1283
274,469,1283
274,53,1284
233,470,1285
103,37,1286
103,402,1286
275,471,1286
216,128,1288
216,85,1288
216,374,1288
27,379,1289
274,75,1289
103,139,1290
276,472,1295
196,186,1295
277,473,1295
268,187,1297
278,474,1297
103,475,1298
103,476,1300
10,477,1301
190,75,1304
200,452,1309
250,478,1311
250,337,1311
250,479,1311
250,477,1311
103,480,1312
103,481,1312
27,38,1312
103,482,1313
279,6,1314
103,285,1318
207,445,1318
103,483,1319
104,369,1319
280,248,1319
275,437,1320
103,387,1321
281,413,1321
103,55,1323
103,84,1323
262,186,1323
127,273,1323
103,385,1325
250,484,1325
250,485,1325
233,268,1325
273,401,1325
103,85,1326
103,486,1326
282,69,1326
282,62,1326
253,487,1327
254,259,1328
254,46,1330
103,488,1332
250,316,1332
250,489,1332
156,490,1332
106,491,1332
248,381,1333
283,378,1337
284,413,1337
285,492,1341
254,443,1342
45,441,1344
27,301,1346
286,11,1347
27,476,1348
287,270,1349
195,26,1351
195,493,1351
195,313,1351
284,96,1351
9,494,1355
4,402,1361
4,477,1361
288,495,1361
289,53,1362
289,45,1362
289,496,1362
290,497,1363
87,143,1364
291,9,1367
4,151,1367
4,66,1367
4,472,1367
4,343,1367
4,302,1367
4,491,1367
213,418,1367
292,191,1369
292,465,1369
293,131,1369
293,79,1369
293,265,1369
293,136,1369
293,441,1369
262,498,1370
103,127,1374
294,499,1376
294,35,1376
281,468,1376
106,322,1379
248,102,1380
248,103,1380
293,384,1380
132,407,1383
295,149,1383
196,45,1386
196,298,1386
9,500,1389
103,188,1392
103,244,1392
87,300,1392
196,501,1393
87,144,1393
275,94,1394
113,502,1394
54,368,1395
296,503,1395
190,504,1395
111,84,1397
292,186,1399
251,452,1401
297,357,1401
103,505,1402
298,506,1403
298,507,1403
299,382,1404
300,59,1405
129,474,1405
233,46,1406
301,508,1408
103,63,1409
103,51,1409
103,372,1410
302,75,1410
302,308,1410
296,509,1412
216,381,1413
299,479,1413
299,510,1413
303,511,1415
103,512,1415
221,18,1415
2,184,1417
304,333,1418
103,312,1420
103,513,1421
103,514,1421
103,190,1421
103,515,1421
103,150,1421
88,80,1422
305,52,1422
216,7,1422
210,46,1422
210,355,1422
103,41,1423
306,512,1423
103,516,1424
260,326,1424
260,83,1425
289,382,1425
147,178,1427
196,85,1428
303,517,1430
138,426,1430
307,518,1432
306,361,1433
308,519,1434
254,8,1434
309,461,1435
309,520,1439
310,448,1440
307,521,1440
68,6,1443
68,477,1443
311,522,1446
288,523,1448
312,524,1449
102,474,1451
313,370,1452
314,317,1453
314,525,1453
132,526,1455
207,209,1455
207,326,1455
209,490,1455
209,523,1455
209,404,1455
209,445,1455
207,308,1456
103,527,1457
307,187,1457
315,528,1458
316,326,1458
313,529,1459
317,358,1460
317,530,1460
216,464,1462
318,531,1463
303,133,1464
319,532,1464
302,53,1467
103,421,1468
103,533,1468
10,317,1469
10,495,1469
320,80,1469
320,534,1469
320,535,1469
233,404,1469
10,38,1470
10,323,1470
10,322,1471
321,461,1473
66,407,1475
322,75,1475
66,536,1477
323,378,1477
324,537,1478
320,326,1478
325,538,1479
103,101,1479
103,539,1479
123,540,1479
324,477,1479
275,146,1482
275,541,1482
132,542,1482
80,543,1482
326,544,1482
327,545,1483
323,407,1483
323,536,1483
328,63,1483
208,168,1484
208,1,1484
208,27,1484
208,546,1484
215,3,1484
215,526,1484
329,311,1484
329,148,1484
329,302,1484
329,298,1484
329,139,1484
329,547,1484
330,168,1485
330,407,1485
330,404,1485
292,85,1485
331,150,1486
214,490,1487
214,523,1487
214,415,1487
214,372,1487
215,225,1487
207,548,1487
207,412,1487
260,549,1487
332,493,1489
323,550,1489
330,551,1490
156,464,1491
333,552,1491
334,553,1494
335,554,1495
103,5,1496
103,279,1496
103,555,1496
336,536,1496
337,76,1496
302,556,1497
141,557,1499
338,472,1499
339,12,1499
340,558,1499
275,209,1500
156,189,1500
148,445,1501
341,381,1503
103,300,1504
342,469,1504
163,548,1505
330,544,1506
343,559,1506
323,560,1507
2,561,1509
166,126,1511
331,518,1511
337,557,1512
344,398,1513
345,536,1513
346,407,1513
206,547,1513
347,36,1514
206,562,1514
348,399,1516
348,563,1516
224,11,1516
349,564,1516
350,536,1516
313,308,1516
103,108,1517
103,565,1517
348,566,1517
252,560,1518
268,399,1518
339,362,1518
339,567,1518
166,75,1519
103,168,1520
103,75,1520
218,149,1520
330,568,1522
337,464,1522
301,569,1524
330,268,1524
330,361,1524
351,570,1524
76,571,1525
340,8,1525
103,91,1527
103,552,1527
352,221,1527
353,572,1527
241,404,1527
343,160,1528
241,358,1528
353,74,1529
354,38,1530
93,465,1530
313,474,1530
355,308,1531
356,295,1531
357,573,1532
358,94,1533
355,364,1533
355,418,1533
234,7,1533
138,23,1533
348,341,1534
348,483,1534
359,479,1534
360,410,1535
103,321,1537
312,143,1538
103,64,1539
103,574,1539
361,111,1539
362,459,1539
320,575,1539
320,551,1539
299,249,1539
299,379,1539
339,407,1541
337,418,1544
103,344,1545
103,576,1545
103,577,1545
103,324,1545
103,319,1545
331,459,1545
241,200,1545
363,388,1546
348,24,1547
364,407,1547
104,578,1548
365,262,1548
366,11,1549
367,514,1549
348,63,1550
368,579,1550
339,15,1552
339,74,1552
339,580,1552
369,75,1552
370,379,1552
370,382,1552
353,59,1554
353,581,1554
371,15,1554
333,381,1555
103,582,1556
372,311,1556
372,257,1556
372,143,1556
373,437,1557
374,583,1557
372,45,1557
372,382,1557
372,410,1557
372,584,1557
359,172,1558
210,585,1558
375,257,1559
292,355,1559
357,583,1559
376,360,1560
376,475,1560
210,403,1561
377,343,1561
50,326,1561
378,586,1562
379,389,1562
379,569,1562
379,566,1562
380,172,1563
378,587,1565
111,85,1565
275,75,1566
275,588,1566
349,589,1566
275,18,1567
108,590,1567
103,272,1568
213,83,1568
213,591,1568
379,82,1569
379,544,1569
103,333,1570
381,407,1570
382,592,1570
106,593,1570
378,594,1572
172,532,1572
359,595,1574
383,390,1574
362,596,1575
103,143,1576
103,479,1576
384,209,1576
385,74,1576
385,530,1576
379,35,1577
386,591,1580
387,209,1581
388,13,1584
103,271,1585
389,369,1585
390,597,1586
388,12,1586
388,598,1586
365,599,1586
391,600,1587
282,43,1587
363,172,1588
363,461,1588
392,170,1588
393,209,1589
341,382,1589
341,526,1589
103,316,1590
394,298,1590
395,141,1590
395,25,1590
395,446,1590
226,601,1591
396,602,1592
394,273,1594
394,562,1594
296,450,1594
388,141,1595
363,561,1597
394,378,1598
397,338,1598
398,37,1598
399,603,1598
296,352,1599
398,206,1599
398,330,1599
400,474,1602
255,94,1602
397,604,1602
349,66,1602
275,594,1603
27,172,1603
206,578,1603
275,368,1604
27,101,1605
27,103,1605
27,104,1605
401,121,1606
292,375,1607
372,605,1607
402,606,1608
403,53,1609
273,464,1610
372,222,1613
339,607,1614
339,420,1614
339,542,1615
343,53,1617
50,608,1617
50,609,1617
396,610,1618
50,293,1618
50,325,1618
255,172,1619
404,364,1619
2,127,1620
337,382,1621
405,611,1623
50,399,1623
359,385,1624
406,344,1624
407,12,1625
397,268,1625
103,360,1626
301,612,1626
408,41,1627
50,369,1627
347,168,1628
409,569,1629
301,613,1630
410,566,1630
411,614,1630
298,177,1631
298,615,1631
210,317,1633
397,584,1635
412,582,1637
359,484,1638
359,336,1638
150,616,1639
413,464,1639
205,268,1640
394,518,1641
343,617,1641
251,388,1642
413,518,1642
414,14,1643
407,46,1645
407,357,1645
407,618,1645
407,13,1646
407,619,1646
407,620,1646
415,360,1646
333,308,1647
191,498,1650
403,323,1650
343,300,1650
210,416,1652
416,566,1652
417,621,1652
234,622,1653
343,592,1653
418,412,1653
382,143,1654
419,459,1654
310,623,1658
297,286,1658
407,180,1659
407,420,1659
407,617,1659
420,559,1661
421,239,1661
421,106,1661
421,53,1661
103,624,1663
422,75,1663
403,625,1663
190,143,1664
420,626,1665
388,582,1667
423,540,1667
424,42,1669
424,627,1669
343,613,1669
420,560,1670
425,600,1672
326,452,1672
426,628,1673
376,238,1673
106,563,1674
103,7,1676
2,629,1676
427,251,1677
428,630,1678
311,267,1680
429,55,1681
210,326,1682
430,468,1682
366,46,1684
366,243,1684
366,575,1684
366,631,1684
431,53,1684
432,83,1684
416,632,1686
416,569,1686
407,172,1687
366,633,1687
366,8,1688
366,588,1688
378,634,1689
128,635,1692
433,148,1693
434,379,1693
434,382,1693
428,569,1693
435,626,1693
270,7,1694
436,423,1694
234,361,1694
437,617,1695
438,636,1695
303,600,1696
347,529,1696
439,361,1697
366,637,1698
234,256,1698
432,592,1698
434,544,1699
434,141,1700
434,265,1700
434,196,1700
434,248,1700
434,53,1700
434,638,1700
176,588,1701
402,639,1701
440,12,1701
362,238,1702
362,510,1702
224,640,1703
441,457,1704
433,525,1705
2,641,1705
434,322,1705
434,369,1706
416,66,1706
416,155,1706
416,642,1706
434,170,1707
442,643,1707
443,143,1708
333,644,1709
433,592,1712
152,645,1716
444,518,1716
234,75,1717
429,219,1717
445,573,1718
93,220,1719
280,233,1720
446,646,1720
173,127,1720
434,647,1721
87,648,1721
429,291,1721
447,336,1722
193,649,1722
253,617,1723
369,83,1723
432,168,1723
432,650,1723
210,638,1724
347,44,1724
139,233,1725
437,83,1726
448,651,1726
172,199,1726
389,150,1727
434,652,1727
434,653,1727
337,623,1728
429,401,1728
449,654,1729
301,544,1729
433,172,1730
228,578,1730
163,655,1730
260,598,1730
163,235,1731
163,75,1731
427,150,1732
450,525,1732
2,656,1733
434,187,1733
432,167,1733
451,657,1733
2,103,1735
2,658,1735
450,659,1735
103,56,1736
450,416,1736
452,660,1736
360,286,1738
453,661,1739
454,273,1739
434,407,1739
2,662,1740
452,606,1740
434,211,1741
450,373,1741
444,449,1743
455,368,1744
452,566,1744
388,391,1745
456,592,1745
457,259,1746
457,584,1746
458,569,1746
450,452,1746
452,663,1746
433,452,1749
184,44,1749
184,83,1749
184,251,1749
184,146,1749
184,75,1749
184,437,1749
433,582,1750
459,563,1750
459,664,1750
103,208,1751
460,506,1751
461,600,1751
462,1,1751
2,665,1753
444,607,1753
463,485,1753
433,666,1756
464,667,1756
418,251,1756
433,478,1758
444,668,1758
444,374,1758
395,46,1758
465,510,1761
390,172,1762
433,496,1762
2,81,1763
190,518,1763
103,612,1764
466,263,1764
443,50,1764
103,327,1765
2,669,1765
467,251,1765
468,94,1766
469,500,1766
2,670,1767
468,477,1767
470,671,1769
470,317,1769
128,672,1770
447,623,1771
420,434,1771
471,150,1771
420,435,1772
433,126,1773
468,544,1774
347,11,1775
472,673,1776
473,674,1776
474,675,1777
103,676,1778
103,677,1778
475,83,1778
371,371,1778
476,172,1778
476,326,1778
476,678,1778
167,259,1778
477,26,1778
422,617,1780
478,121,1781
478,94,1781
478,679,1781
478,326,1781
478,665,1781
478,680,1781
2,302,1781
360,681,1781
45,381,1781
360,682,1782
2,683,1783
474,22,1786
474,390,1786
474,465,1786
479,684,1787
422,685,1787
433,561,1788
280,172,1788
468,686,1788
422,129,1789
433,616,1790
468,176,1790
433,547,1791
468,73,1791
468,647,1791
134,613,1791
480,598,1791
27,525,1792
481,238,1792
2,50,1793
280,563,1793
482,413,1793
482,678,1793
123,518,1795
433,687,1795
165,222,1795
165,382,1795
2,339,1796
2,460,1796
210,477,1796
366,688,1799
165,689,1800
361,133,1801
456,479,1804
483,464,1805
155,46,1805
210,659,1806
476,111,1807
457,690,1808
457,691,1808
457,692,1808
2,693,1810
87,418,1810
87,694,1810
444,672,1811
484,541,1811
485,210,1811
485,148,1811
485,143,1811
485,326,1811
485,695,1811
444,172,1812
470,336,1813
486,490,1813
2,696,1814
2,697,1814
476,366,1814
87,455,1814
487,318,1816
488,407,1816
2,698,1817
489,37,1818
489,457,1818
2,226,1819
2,699,1819
490,311,1819
490,381,1819
381,600,1820
444,542,1820
491,674,1820
333,700,1820
468,449,1821
205,368,1821
2,110,1822
492,410,1822
297,701,1822
493,702,1823
2,24,1824
273,543,1824
494,366,1824
494,413,1824
494,617,1824
87,703,1825
494,590,1825
494,678,1825
495,465,1826
495,594,1826
496,12,1826
497,308,1827
439,141,1827
439,151,1827
439,63,1827
439,479,1827
439,563,1827
280,84,1828
306,704,1828
2,345,1829
468,695,1829
466,82,1830
498,705,1831
499,641,1831
311,403,1833
311,75,1833
311,426,1833
311,591,1833
255,199,1834
500,528,1835
439,27,1835
432,503,1836
439,36,1836
439,148,1836
311,51,1837
316,706,1837
501,15,1838
437,244,1840
437,56,1840
87,214,1840
87,332,1840
87,464,1840
303,626,1841
